study_id,entry_id,study_authors,study_title,study_year,metric,estimate,sample_size,variance_estimate,range_max,variance_type,statistical_distribution,age_reported,sex,year,time-period_studied,sampling_dates,sampling_season,rainfall_annual_sum[mm],Latitude,Longitude,sitename,stratum,site_size[km^2],geographic_ID,sampling_coverage,sampling_coverage_unit,countryname_iso3166,country_iso3166-1_alpha-3,species,surveyer,survey_type,survey_method,combined_strip_width[m],fenced[fully/partly/no],poaching_indication,natural_mortality_indication,management_indication,study_focus,AED_incl,contains_map,remarks,
3419,251,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.1521,,,,,,27,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,252,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.1318,,,,,,28,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,253,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.1150,,,,,,29,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,254,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.1007,,,,,,30,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,255,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0883,,,,,,31,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,256,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0773,,,,,,32,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,257,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0680,,,,,,33,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,258,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0611,,,,,,34,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,259,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0555,,,,,,35,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,260,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0504,,,,,,36,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,261,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0447,,,,,,37,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,262,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0394,,,,,,38,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,263,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0352,,,,,,39,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,264,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0311,,,,,,40,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,265,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0264,,,,,,41,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,266,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0215,,,,,,42,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,267,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0166,,,,,,43,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,268,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0123,,,,,,44,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,269,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0090,,,,,,45,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,270,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0067,,,,,,46,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,271,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0053,,,,,,47,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,272,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0042,,,,,,48,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,273,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0031,,,,,,49,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,274,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0021,,,,,,50,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,275,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0015,,,,,,51,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,276,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0010,,,,,,52,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,277,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0006,,,,,,53,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,278,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,54,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,279,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,55,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,280,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,56,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,281,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,57,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,282,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,58,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,283,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,59,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,284,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,60,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,285,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,61,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,286,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,62,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,287,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,63,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,288,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.0000,,,,,,64,male,2010-2011,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,increased poaching after 2009,after drought in 2009,,demography,partly,yes,,
3419,289,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,1.0000,,,,,,0,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,290,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.9718,,,,,,1,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,291,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.9308,,,,,,2,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,292,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.8929,,,,,,3,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,293,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.8608,,,,,,4,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,294,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.8380,,,,,,5,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,295,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.8231,,,,,,6,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,296,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.8117,,,,,,7,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,297,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.8004,,,,,,8,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,298,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7889,,,,,,9,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,299,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7783,,,,,,10,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,300,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7700,,,,,,11,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,301,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7648,,,,,,12,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,302,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7625,,,,,,13,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,303,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7627,,,,,,14,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,304,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7648,,,,,,15,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,305,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7676,,,,,,16,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,306,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7700,,,,,,17,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,307,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7694,,,,,,18,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,308,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7611,,,,,,19,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,309,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7408,,,,,,20,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,310,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.7048,,,,,,21,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,311,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.6540,,,,,,22,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,312,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.5929,,,,,,23,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,313,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.5301,,,,,,24,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,314,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.4696,,,,,,25,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,315,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.4144,,,,,,26,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,316,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.3700,,,,,,27,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,317,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.3352,,,,,,28,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,318,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.3062,,,,,,29,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,319,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.2804,,,,,,30,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
3419,320,"Wittemyer, G.; Daballen, D.; Douglas-Hamilton, I.",Comparative Demography of an At-Risk African Elephant Population,2013,survivorship,0.2563,,,,,,31,male,1998-2008,1998-2011,all year,dry+wet,,,,Samburu National Reserve; Buffalo Springs National Reserve,,220,,220.00,km^2,Kenya,KEN,L. africana,,ground survey,individual identification,,,relatively low poaching,no drought,,demography,partly,yes,,
